ID;PARTNER;BGN_DT;END_DT;BESTANDID
2283;Internationale Schifffahrtskommission über die Schifffahrt auf dem Bodensee ;T00:00:00Z;9999-12-31T00:00:00Z;
2285;Finanzinspektorat des Kantons Tessin ;T00:00:00Z;9999-12-31T00:00:00Z;
2286;Italienisch prüfende Kommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2287;Invalidenversicherungskommissionen des Bundes ;T00:00:00Z;9999-12-31T00:00:00Z;
2288;Kanton Aargau ;T00:00:00Z;9999-12-31T00:00:00Z;
2289;Kanton Basel-Land ;T00:00:00Z;9999-12-31T00:00:00Z;
2290;Kanton Basel-Stadt ;T00:00:00Z;9999-12-31T00:00:00Z;
2291;Kanton Bern ;T00:00:00Z;9999-12-31T00:00:00Z;
2292;Kanton Freiburg ;T00:00:00Z;9999-12-31T00:00:00Z;
2293;Kanton Genf ;T00:00:00Z;9999-12-31T00:00:00Z;
2294;Kanton Graubünden ;T00:00:00Z;9999-12-31T00:00:00Z;
2297;Kanton Schaffhausen ;T00:00:00Z;9999-12-31T00:00:00Z;
2298;Kanton Solothurn ;T00:00:00Z;9999-12-31T00:00:00Z;
2299;Kanton Sankt Gallen ;T00:00:00Z;9999-12-31T00:00:00Z;
2300;Kanton Tessin ;T00:00:00Z;9999-12-31T00:00:00Z;
2301;Kanton Thurgau ;T00:00:00Z;9999-12-31T00:00:00Z;
2302;Kanton Obwalden ;T00:00:00Z;9999-12-31T00:00:00Z;
2303;Kanton Waadt ;T00:00:00Z;9999-12-31T00:00:00Z;
2304;Kanton Wallis ;T00:00:00Z;9999-12-31T00:00:00Z;
2305;Kanton Zürich ;T00:00:00Z;9999-12-31T00:00:00Z;
2327;Kanton Schwyz ;T00:00:00Z;9999-12-31T00:00:00Z;
2335;Kanzlei des eidgenössischen Departements des Äussern ;T00:00:00Z;9999-12-31T00:00:00Z;
2337;Kanzlei des eidgenössischen Finanzdepartements ;T00:00:00Z;9999-12-31T00:00:00Z;
2345;Kanzlei des eidgenössischen Post- und Baudepartements ;T00:00:00Z;9999-12-31T00:00:00Z;
2350;Kaufmännische Abteilung ;T00:00:00Z;9999-12-31T00:00:00Z;
2351;Kaufmännisches Direktorium, Sankt Gallen ;T00:00:00Z;9999-12-31T00:00:00Z;
2354;Kohleneinkaufsfonds CARBO ;T00:00:00Z;9999-12-31T00:00:00Z;
2355;Komitee für die technische Zusammenarbeit ;T00:00:00Z;9999-12-31T00:00:00Z;
2356;Kommission zur Beurteilung von Entschädigungsansprüchen ;T00:00:00Z;9999-12-31T00:00:00Z;
2360;Eidgenössischer Kommissär ;T00:00:00Z;9999-12-31T00:00:00Z;
2361;Aufsichtskommission betreffend Banksanierungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2362;Kommissär für die Massnahmen zur Erhöhung der Produktion der Wasserkraftelektrizitätswerke ;T00:00:00Z;9999-12-31T00:00:00Z;
2364;Kommission für die Motorfahrzeughaftpflichtversicherung ;T00:00:00Z;9999-12-31T00:00:00Z;
2365;Kommission betreffend Einfuhrbeschränkungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2366;Beratende Kommission für die sparsame und rationelle Energienutzung ;T00:00:00Z;9999-12-31T00:00:00Z;
2367;Kommission der Bürgerbibliothek, Luzern ;T00:00:00Z;9999-12-31T00:00:00Z;
2368;Kommission der eidgenössischen Räte zur Vorbereitung von Entscheidungen in Kompetenz- und Administrativstreitigkeiten ;T00:00:00Z;9999-12-31T00:00:00Z;
2370;Kommission der General Herzog Stiftung ;T00:00:00Z;9999-12-31T00:00:00Z;
2371;Kommission des Nationalrats für die Eisenbahnkonzessionen ;T00:00:00Z;9999-12-31T00:00:00Z;
2372;Kommission des Nationalrats für Zolltarif und Handelsverträge ;T00:00:00Z;9999-12-31T00:00:00Z;
2373;Kommission des Nationalrats zur Prüfung der Wahlakten ;T00:00:00Z;9999-12-31T00:00:00Z;
2374;Kommission des schweizerischen Nationalfonds zur Förderung der wissenschaftlichen Forschung ;T00:00:00Z;9999-12-31T00:00:00Z;
2375;Kommission des Ständerats für Aussenwirtschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2376;Kommission des Ständerats für die Bahnkonzessionen ;T00:00:00Z;9999-12-31T00:00:00Z;
2377;Kommission des Ständerats für Zolltarif und Handelsverträge ;T00:00:00Z;9999-12-31T00:00:00Z;
2378;Kommission für Atomwissenschaft des schweizerischen Nationalfonds zur Förderung der wissenschaftlichen Forschung ;T00:00:00Z;9999-12-31T00:00:00Z;
2379;Kommission für Aussenwirtschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2380;Kommission für chemische Fragen ;T00:00:00Z;9999-12-31T00:00:00Z;
2381;Kommission für das ausserdienstliche Schiesswesen ;T00:00:00Z;9999-12-31T00:00:00Z;
2383;Kommission für den feldchirurgischen Dienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2384;Kommission für den internmedizinischen und hygienischen Dienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2385;Kommission für den militärischen Strafvollzug ;T00:00:00Z;9999-12-31T00:00:00Z;
2386;Kommission für den Vorunterricht ;T00:00:00Z;9999-12-31T00:00:00Z;
2387;Kommission für den wehrpsychologischen Dienst der Armee ;T00:00:00Z;9999-12-31T00:00:00Z;
2388;Kommission für die Abgabe von Artillerie-Bundespferden an Unteroffiziere der Artillerie/ Traintruppe ;T00:00:00Z;9999-12-31T00:00:00Z;
2389;Kommission für die Ausfuhr elektrischer Energie ;T00:00:00Z;9999-12-31T00:00:00Z;
2390;Kommission für die Ausführung des Betäubungsmittelgesetzes ;T00:00:00Z;9999-12-31T00:00:00Z;
2391;Kommission für die Beratung in technischen Belangen von energietechnischen Prüfverfahren für Wasserwärmer, Warmwasser- und Wärmespeicher ;T00:00:00Z;9999-12-31T00:00:00Z;
2392;Kommission für die eidgenössischen Probiererprüfungen am Polytechnikum ;T00:00:00Z;9999-12-31T00:00:00Z;
2393;Kommission für die eidgenössischen Turn- und Sportlehrerprüfungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2394;Kommission für die Landesversorgung mit festen Brennstoffen ;T00:00:00Z;9999-12-31T00:00:00Z;
2396;Kommission für die militärische Anwendung von mathematischen Methoden ;T00:00:00Z;9999-12-31T00:00:00Z;
2397;Kommission für die Prämierung der militärtauglichen Reitpferde ;T00:00:00Z;9999-12-31T00:00:00Z;
2398;Kommission für die Statistik der Unfallversicherung ;T00:00:00Z;9999-12-31T00:00:00Z;
2400;Kommission für eidgenössische Schiffstypenprüfungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2402;Kommission für Elektrifizierung der Privatbahnen ;T00:00:00Z;9999-12-31T00:00:00Z;
2403;Kommission für Forschung im Strassenwesen ;T00:00:00Z;9999-12-31T00:00:00Z;
2404;Kommission für Fragen der Koordination auf dem Gebiet der wissenschaftlichen Dokumentation ;T00:00:00Z;9999-12-31T00:00:00Z;
2405;Kommission für Fragen der militärischen Erziehung und Ausbildung in der Armee ;T00:00:00Z;9999-12-31T00:00:00Z;
2406;Kommission für Fragen der Schweizerschulen im Ausland ;T00:00:00Z;9999-12-31T00:00:00Z;
2407;Kommission für Fragen des Frauenhilfsdienstes ;T00:00:00Z;9999-12-31T00:00:00Z;
2408;Kommission für Fragen des Schiesswesens ausser Dienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2410;Kommission für Jugend und Sport ;T00:00:00Z;9999-12-31T00:00:00Z;
2413;Kommission für Kontingentsfragen ;T00:00:00Z;9999-12-31T00:00:00Z;
2414;Kommission für Kriegschirurgie ;T00:00:00Z;9999-12-31T00:00:00Z;
2415;Kommission für Kriegsmedizin und Kriegshygiene ;T00:00:00Z;9999-12-31T00:00:00Z;
2417;Kommission für Militärflugzeuge ;T00:00:00Z;9999-12-31T00:00:00Z;
2418;Kommission für militärische Flugzeugbeschaffung ;T00:00:00Z;9999-12-31T00:00:00Z;
2420;Kommission für militärische Motorisierungsfragen ;T00:00:00Z;9999-12-31T00:00:00Z;
2421;Kommission für militärische Rohstoffversorgung ;T00:00:00Z;9999-12-31T00:00:00Z;
2423;Kommission für Produktion, Vermittlung und Verwertung von Schlachtvieh ;T00:00:00Z;9999-12-31T00:00:00Z;
2424;Kommission für sportwissenschaftliche Forschung ;T00:00:00Z;9999-12-31T00:00:00Z;
2425;Kommission für Stalleinrichtungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2426;Kommission für Strassenbauforschung ;T00:00:00Z;9999-12-31T00:00:00Z;
2427;Kommission für Tabakfragen ;T00:00:00Z;9999-12-31T00:00:00Z;
2428;Kommission für technische Einrichtungen und Geräte ;T00:00:00Z;9999-12-31T00:00:00Z;
2429;Kommission für Trockenkonservierung des Kriegsernährungsamtes ;T00:00:00Z;9999-12-31T00:00:00Z;
2430;Kommission für Turn- und Sportanlagen ;T00:00:00Z;9999-12-31T00:00:00Z;
2431;Kommission für Turn- und Sportlehrerausbildung ;T00:00:00Z;9999-12-31T00:00:00Z;
2432;Kommission für Turn- und Sportunterricht in der Schule ;T00:00:00Z;9999-12-31T00:00:00Z;
2433;Wehrsportkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2434;Kommission für Weltausstellungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2435;Kommission für wirtschaftliche Landesverteidigung ;T00:00:00Z;9999-12-31T00:00:00Z;
2436;Kommission für zivile Turn- und Sportverbände und weitere Sportorganisationen ;T00:00:00Z;9999-12-31T00:00:00Z;
2437;Interkantonale Kommission Hochschulvereinbarung ;T00:00:00Z;9999-12-31T00:00:00Z;
2438;Kommission schweizerische Viehzuchtverbände ;T00:00:00Z;9999-12-31T00:00:00Z;
2439;Kommission zum Studium der Fragen der Atomenergie ;T00:00:00Z;9999-12-31T00:00:00Z;
2440;Kommission zum Studium der Fragen des Strahlenschutzes ;T00:00:00Z;9999-12-31T00:00:00Z;
2441;Kommission zur Beratung betreffend die planmässige Förderung des kulturtechnischen Versuchswesens und der rationellen Zusammenarbeit der interessierten Kreise ;T00:00:00Z;9999-12-31T00:00:00Z;
2442;Kommission zur Beurteilung der Tiere an eidgenössischen Schauen ;T00:00:00Z;9999-12-31T00:00:00Z;
2443;Kommission zur Bezeichnung der in der Tuberkuloseversicherung zugelassenen Heilstätten ;T00:00:00Z;9999-12-31T00:00:00Z;
2444;Kommission zur Entscheidung der endgültigen Einstellung im Flugdienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2445;Kommission zur Förderung des Schlachtviehabsatzes ;T00:00:00Z;9999-12-31T00:00:00Z;
2446;Kommission zur Prüfung der Auswirkung der Aethylierung des Benzins ;T00:00:00Z;9999-12-31T00:00:00Z;
2447;Kommission zur Prüfung der Luftfahrzeuge und Luftfahrzeugführer ;T00:00:00Z;9999-12-31T00:00:00Z;
2448;Kommission zur Prüfung der Tuberkuloseforschungsubventionsgesuche ;T00:00:00Z;9999-12-31T00:00:00Z;
2449;Kommission zur Prüfung grundsätzlicher Fragen auf dem Gebiete der Bodenverbesserungen, mit Einschluss der landwirtschaftlichen Hochbauten und des kulturtechnischen Versuchswesens ;T00:00:00Z;9999-12-31T00:00:00Z;
2450;Kommission zur Überprüfung der fliegermedizinischen Entscheide über die Flugtauglichkeit ;T00:00:00Z;9999-12-31T00:00:00Z;
2451;Kommission zur Überwachung der Ein- und Ausfuhr ;T00:00:00Z;9999-12-31T00:00:00Z;
2452;Kommission zur Überwachung der Fleischpreise ;T00:00:00Z;9999-12-31T00:00:00Z;
2453;Kommission zur Überwachung der Radioaktivität der Luft und der Gewässer ;T00:00:00Z;9999-12-31T00:00:00Z;
2454;Kommission zur Verwaltung der Anlagen und des Vermögens der deutschen Reichsbahn in der Schweiz ;T00:00:00Z;9999-12-31T00:00:00Z;
2455;Kommissionen für Berufsbildung ;T00:00:00Z;9999-12-31T00:00:00Z;
2456;Kommissionendienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2457;Konferenz der kantonalen Justiz- und Polizeidirektoren ;T00:00:00Z;9999-12-31T00:00:00Z;
2459;Konferenz für Entwicklungszusammenarbeit ;T00:00:00Z;9999-12-31T00:00:00Z;
2460;Konferenzsekretariat der Westschweizerkonferenz für das Gefängniswesen zuständigen kantonalen Behörden ;T00:00:00Z;9999-12-31T00:00:00Z;
2462;Konkordatskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2463;Konkordatskommission betreffend Ausschluss von Steuerabkommen ;T00:00:00Z;9999-12-31T00:00:00Z;
2465;Sektion für Administratives und Personal des Konsulardienstes ;T00:00:00Z;9999-12-31T00:00:00Z;
2468;Konsultative Bücherkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2469;Konsultative Kommission betreffend Weinstatut ;T00:00:00Z;9999-12-31T00:00:00Z;
2470;Konsultative Kommission betreffend Fonds zur Deckung von Verlusten auf Pflichtlagern ;T00:00:00Z;9999-12-31T00:00:00Z;
2471;Beratende Kommission für den Nationalstrassenbau ;T00:00:00Z;9999-12-31T00:00:00Z;
2472;Konsultative Kommission für die Bekämpfung der Tierseuchen ;T00:00:00Z;9999-12-31T00:00:00Z;
2473;Konsultative Kommission für die schweizerische Weinwirtschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2474;Konsultative Kommission für die Zertifizierung schweizerischer Vermögenswerte in den Vereinten Nationen von Amerika ;T00:00:00Z;9999-12-31T00:00:00Z;
2475;Konsultative Kommission für Handelspolitik ;T00:00:00Z;9999-12-31T00:00:00Z;
2476;Konsultative Kommission für internationalen Naturschutz ;T00:00:00Z;9999-12-31T00:00:00Z;
2477;Konsultative Kommission für Kriegsfürsorgefragen ;T00:00:00Z;9999-12-31T00:00:00Z;
2478;Konsultatives Frauenkomitee der eidgenössischen kriegswirtschaftlichen Ämter ;T00:00:00Z;9999-12-31T00:00:00Z;
2479;Konsultativkomitee des Delegierten für Katastrophenhilfe ;T00:00:00Z;9999-12-31T00:00:00Z;
2481;Kontrollbüro für Gummibereifung ;T00:00:00Z;9999-12-31T00:00:00Z;
2483;Kontrollstelle des Fonds für Neutralitätsverletzungsschäden ;T00:00:00Z;9999-12-31T00:00:00Z;
2484;Kontrollstelle für immunbiologische Erzeugnisse ;T00:00:00Z;9999-12-31T00:00:00Z;
2489;Koordinationsausschuss für Bauten mit Schutz gegen Waffenwirkungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2490;Koordinationsausschuss für Investitionshilfe für Berggebiete ;T00:00:00Z;9999-12-31T00:00:00Z;
2491;Koordinationsausschuss für Militärflugzeuge ;T00:00:00Z;9999-12-31T00:00:00Z;
2494;Koordinationskommission für den Personalabbau bei den kriegswirtschaftlichen Dienstzweigen ;T00:00:00Z;9999-12-31T00:00:00Z;
2496;Koordinationskommission für Kulturwerbung im Ausland ;T00:00:00Z;9999-12-31T00:00:00Z;
2497;Koordinationskonferenz der eidgenössischen Räte ;T00:00:00Z;9999-12-31T00:00:00Z;
2502;Kriegsfürsorgekommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2506;Kriegswirtschaftliche Organisationen ;T00:00:00Z;9999-12-31T00:00:00Z;
2509;Kriegswirtschaftliches Strafappellationsgericht ;T00:00:00Z;9999-12-31T00:00:00Z;
2510;Kriegswirtschaftsämter ;T00:00:00Z;9999-12-31T00:00:00Z;
2511;Kriegswirtschaftsgericht ;T00:00:00Z;9999-12-31T00:00:00Z;
2512;Kuratorium für Holzforschung ;T00:00:00Z;9999-12-31T00:00:00Z;
2513;Kuratorium der Stiftung Unterstützungskasse Frauenhilfsdienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2514;Laboratoire suisse de Recherches Horlogères ;T00:00:00Z;9999-12-31T00:00:00Z;
2516;Landerwerbskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2529;Leitender Ausschuss Pro Helvetia ;T00:00:00Z;9999-12-31T00:00:00Z;
2530;Leitender Ausschuss Radioaktivität ;T00:00:00Z;9999-12-31T00:00:00Z;
2532;Leitungsstab ;T00:00:00Z;9999-12-31T00:00:00Z;
2533;Lia Rumantscha ;T00:00:00Z;9999-12-31T00:00:00Z;
2535;Eidgenössische Liegenschaftsverwaltung ;T00:00:00Z;9999-12-31T00:00:00Z;
2536;Linthkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2537;Linthwasserbaupolizeikommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2541;Meliorationskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2549;Militärskikommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2552;Militärdirektion des Kantons Bern ;T00:00:00Z;9999-12-31T00:00:00Z;
2554;Militäreisenbahnkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2556;Militärflugwesen ;T00:00:00Z;9999-12-31T00:00:00Z;
2558;Militärjustiz ;T00:00:00Z;9999-12-31T00:00:00Z;
2560;Militärkommission für Elektrizitätsfragen ;T00:00:00Z;9999-12-31T00:00:00Z;
2561;Militärkommission für Hochfrequenztechnik ;T00:00:00Z;9999-12-31T00:00:00Z;
2562;Militärkommission für Hochfrequenz- und Übermittlungstechnik ;T00:00:00Z;9999-12-31T00:00:00Z;
2563;Militärkommission zur Überprüfung des Militärbudgets ;T00:00:00Z;9999-12-31T00:00:00Z;
2564;Militärspital, Andermatt ;T00:00:00Z;9999-12-31T00:00:00Z;
2565;Militärsportkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2566;Militärwerkstätten des eidgenössischen Militärdepartements ;T00:00:00Z;9999-12-31T00:00:00Z;
2571;Museumskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2572;Musterungskommission für die Pferdezucht ;T00:00:00Z;9999-12-31T00:00:00Z;
2573;Nachrichtensektion ;T00:00:00Z;9999-12-31T00:00:00Z;
2575;Nationale Luftfahrtkonferenz ;T00:00:00Z;9999-12-31T00:00:00Z;
2576;Nationale Vereinigung zur Förderung des Reiseverkehrs, Zürich ;T00:00:00Z;9999-12-31T00:00:00Z;
2577;Nationaler Hilfsverein für schweizerische Wehrmänner ;T00:00:00Z;9999-12-31T00:00:00Z;
2579;Neutralitätskommission des Nationalrats ;T00:00:00Z;9999-12-31T00:00:00Z;
2580;Neutralitätskommission des Ständerats ;T00:00:00Z;9999-12-31T00:00:00Z;
2581;Oberarzt der allgemeinen Bundesverwaltung ;T00:00:00Z;9999-12-31T00:00:00Z;
2582;Oberarzt der schweizerischen Bundesbahnen ;T00:00:00Z;9999-12-31T00:00:00Z;
2583;Oberbefehlshaber der Armee ;T00:00:00Z;9999-12-31T00:00:00Z;
2586;Oberkriegskommissär ;T00:00:00Z;9999-12-31T00:00:00Z;
2590;Oberschätzungskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2591;Oberste schweizerische Rekursinstanz gegen die Entscheide der schweizerischen Verrechnungsstelle ;T00:00:00Z;9999-12-31T00:00:00Z;
2593;Oberwaffenchef ;T00:00:00Z;9999-12-31T00:00:00Z;
2595;Öl- und Fettkomitee ;T00:00:00Z;9999-12-31T00:00:00Z;
2598;OLFET ;T00:00:00Z;9999-12-31T00:00:00Z;
2599;Organ der Schweizerkolonien, Schweizervereine und Schulvereine im Ausland ;T00:00:00Z;9999-12-31T00:00:00Z;
2610;Genossenschaft für Eierimport ;T00:00:00Z;9999-12-31T00:00:00Z;
2611;Panzerbeschaffungskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2612;Panzerkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2613;Paritätische Kommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2614;Paritätische Kommission für den Handel mit Süsswasserfischen ;T00:00:00Z;9999-12-31T00:00:00Z;
2615;Paritätische Kommission für die schweizerische Eierwirtschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2616;Paritätische Kommission für Personalangelegenheiten ;T00:00:00Z;9999-12-31T00:00:00Z;
2617;Paritätische Kommission zur Feststellung der Handelsgewinne ;T00:00:00Z;9999-12-31T00:00:00Z;
2618;Paritätische Prüfungskommission zugunsten heimgekehrter schweizerischer Bühnenkünstler ;T00:00:00Z;9999-12-31T00:00:00Z;
2619;Parlamentarische Untersuchungskommissionen der eidgenössischen Räte ;T00:00:00Z;9999-12-31T00:00:00Z;
2622;Pensions- und Hilfskasse der schweizerischen Bundesbahnen ;T00:00:00Z;9999-12-31T00:00:00Z;
2625;Persönliche Beratungsstelle des eidgenössischen Militärdepartements ;T00:00:00Z;9999-12-31T00:00:00Z;
2626;Reinhart Peter;T00:00:00Z;9999-12-31T00:00:00Z;
2627;Pferdezuchtgenossenschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2628;Pflanzenschutzkommission für die Bekämpfung besonders gefährlicher Schädlinge und Krankheiten ;T00:00:00Z;9999-12-31T00:00:00Z;
2629;Pflichtlagerdienst der Eidgenössischen Zentralstelle für Kriegswirtschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2630;Pflichtlagerkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2631;Pflichtlagerrisikofonds für Holzkohle ;T00:00:00Z;9999-12-31T00:00:00Z;
2632;Pharmacopöelaboratorium ;T00:00:00Z;9999-12-31T00:00:00Z;
2633;Phytosanitärer Beobachtungs- und Meldedienst ;T00:00:00Z;9999-12-31T00:00:00Z;
2634;Planungsausschuss ;T00:00:00Z;9999-12-31T00:00:00Z;
2637;Polytechnikum, Zürich ;T00:00:00Z;9999-12-31T00:00:00Z;
2639;Prämierungskommission für die Halbblutzucht ;T00:00:00Z;9999-12-31T00:00:00Z;
2640;Prämierungskommission für die Maultierzucht ;T00:00:00Z;9999-12-31T00:00:00Z;
2641;Prämierungskommissionen für die Pferdezucht ;T00:00:00Z;9999-12-31T00:00:00Z;
2642;Präsidentenkonferenz der kriegswirtschaftliche Strafgerichte ;T00:00:00Z;9999-12-31T00:00:00Z;
2643;Preisausgleichskasse für Altmetalle ;T00:00:00Z;9999-12-31T00:00:00Z;
2644;Preisausgleichskasse für Buntmetalle ;T00:00:00Z;9999-12-31T00:00:00Z;
2645;Preisausgleichskasse für Butter ;T00:00:00Z;9999-12-31T00:00:00Z;
2646;Preisausgleichskasse für die Leinenindustrie ;T00:00:00Z;9999-12-31T00:00:00Z;
2647;Preisausgleichskasse für Edelmetalle ;T00:00:00Z;9999-12-31T00:00:00Z;
2648;Preisausgleichskasse für Eier und Eierprodukte ;T00:00:00Z;9999-12-31T00:00:00Z;
2649;Preisausgleichskasse für Feld- und Gemüsesämereien ;T00:00:00Z;9999-12-31T00:00:00Z;
2650;Preisausgleichskasse für Fensterglas ;T00:00:00Z;9999-12-31T00:00:00Z;
2651;Preisausgleichskasse für feste Hausbrandbrennstoffe ausländischer Herkunft ;T00:00:00Z;9999-12-31T00:00:00Z;
2652;Preisausgleichskasse für Fleisch ;T00:00:00Z;9999-12-31T00:00:00Z;
2653;Preisausgleichskasse für Häute und Leder ;T00:00:00Z;9999-12-31T00:00:00Z;
2654;Preisausgleichskasse für Häute, Felle, Leder, Schuhe ;T00:00:00Z;9999-12-31T00:00:00Z;
2655;Preisausgleichskasse für Holz aus entlegenen Waldungen ;T00:00:00Z;9999-12-31T00:00:00Z;
2656;Preisausgleichskasse für Holzkohle ;T00:00:00Z;9999-12-31T00:00:00Z;
2657;Preisausgleichskasse für Hülsenfrüchte ;T00:00:00Z;9999-12-31T00:00:00Z;
2658;Preisausgleichskasse für Industriediamanten ;T00:00:00Z;9999-12-31T00:00:00Z;
2659;Preisausgleichskasse für Industriepflanzwerke ;T00:00:00Z;9999-12-31T00:00:00Z;
2660;Preisausgleichskasse für Inlandkohle ;T00:00:00Z;9999-12-31T00:00:00Z;
2661;Preisausgleichskasse für Bitumenemulsionen ;T00:00:00Z;9999-12-31T00:00:00Z;
2662;Preisausgleichskasse für Kasein ;T00:00:00Z;9999-12-31T00:00:00Z;
2663;Preisausgleichskasse für Kohlengriess inländischer Herkunft ;T00:00:00Z;9999-12-31T00:00:00Z;
2664;Preisausgleichskasse für Kunstdünger ;T00:00:00Z;9999-12-31T00:00:00Z;
2665;Preisausgleichskasse für Kupfersalze und kupferhaltige Pflanzenschutzmittel ;T00:00:00Z;9999-12-31T00:00:00Z;
2666;Preisausgleichskasse für Milch und Milchprodukte ;T00:00:00Z;9999-12-31T00:00:00Z;
2667;Preisausgleichskasse für Milch, Milchprodukte und Konsummilchpreise ;T00:00:00Z;9999-12-31T00:00:00Z;
2668;Tessiner Preisausgleichskasse für Milch ;T00:00:00Z;9999-12-31T00:00:00Z;
2669;Preisausgleichskasse für nahtlose Gasleitungs- und Wasserleitungsröhren ;T00:00:00Z;9999-12-31T00:00:00Z;
2670;Preisausgleichskasse für Ofenrohre ;T00:00:00Z;9999-12-31T00:00:00Z;
2671;Preisausgleichskasse für Rohgummi ;T00:00:00Z;9999-12-31T00:00:00Z;
2672;Preisausgleichskasse für Saatkartoffeln ;T00:00:00Z;9999-12-31T00:00:00Z;
2673;Preisausgleichskasse für Sauerkraut ;T00:00:00Z;9999-12-31T00:00:00Z;
2674;Preisausgleichskasse für Schlachtvieh ;T00:00:00Z;9999-12-31T00:00:00Z;
2675;Preisausgleichskasse für Schweineschmalz ;T00:00:00Z;9999-12-31T00:00:00Z;
2676;Preisausgleichskasse für Soyabohnen ;T00:00:00Z;9999-12-31T00:00:00Z;
2677;Preisausgleichskasse für Speisekartoffeln ;T00:00:00Z;9999-12-31T00:00:00Z;
2678;Preisausgleichskasse für Stärke ;T00:00:00Z;9999-12-31T00:00:00Z;
2679;Preisausgleichskasse für Stärkesirup ;T00:00:00Z;9999-12-31T00:00:00Z;
2680;Preisausgleichskasse für Tessinerholz ;T00:00:00Z;9999-12-31T00:00:00Z;
2681;Preisausgleichskasse für Traubenkonzentrate ;T00:00:00Z;9999-12-31T00:00:00Z;
2682;Preisausgleichskasse für Wand- und Bodenplatten ;T00:00:00Z;9999-12-31T00:00:00Z;
2683;Preisausgleichskasse für Wickenmehl für industrielle Zwecke ;T00:00:00Z;9999-12-31T00:00:00Z;
2684;Preisausgleichskasse für Zement ;T00:00:00Z;9999-12-31T00:00:00Z;
2685;Preiskontrolle ;T00:00:00Z;9999-12-31T00:00:00Z;
2686;Preiskontrollkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2687;Preiskontrollstelle ;T00:00:00Z;9999-12-31T00:00:00Z;
2689;Pressekommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2690;Pressekontrollkommissionen ;T00:00:00Z;9999-12-31T00:00:00Z;
2691;Privatbahnhilfskommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2694;Pro Grigioni Italiano ;T00:00:00Z;9999-12-31T00:00:00Z;
2695;Pro Senectute ;T00:00:00Z;9999-12-31T00:00:00Z;
2696;Programmkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2697;Propagandastelle für Erzeugnisse der Walliser Landwirtschaft ;T00:00:00Z;9999-12-31T00:00:00Z;
2700;Prüfungsabteilung ;T00:00:00Z;9999-12-31T00:00:00Z;
2701;Prüfungskommission betreffend Kontrolleure für elektrische Hausinstallationen ;T00:00:00Z;9999-12-31T00:00:00Z;
2702;Prüfungskommission für die Militärflieger ;T00:00:00Z;9999-12-31T00:00:00Z;
2703;Prüfungskommission für die Ortsbildexperten ;T00:00:00Z;9999-12-31T00:00:00Z;
2704;Prüfungskommission Starkstrominspektorat ;T00:00:00Z;9999-12-31T00:00:00Z;
2707;Post-, Telefon- und Telegrafentransporte ;T00:00:00Z;9999-12-31T00:00:00Z;
2711;Reaktor AG ;T00:00:00Z;9999-12-31T00:00:00Z;
2712;Rebbaukatasterkommission ;T00:00:00Z;9999-12-31T00:00:00Z;
2714;Rechtsabteilung ;T00:00:00Z;9999-12-31T00:00:00Z;
2715;Rechtsberater ;T00:00:00Z;9999-12-31T00:00:00Z;
